"ProvRoute","Year","Ponds"
"4208",1996,8.5
"4208",1997,10
"4208",1998,8
"4208",1999,6.5
"4208",2000,6
"4208",2001,7
"4208",2002,6
"4208",2003,14.5
"4208",2004,7
"4208",2005,6
"4208",2006,15
"4208",2007,7
"4208",2008,5.5
"4208",2009,4.5
"4208",2010,22.5
"4208",2011,31
"4208",2012,9
"4208",2013,9
"4208",2014,13.5
"4208",2015,6
"4208",2016,7.5
"4208",2017,7.5
"4208",2018,16.5
"4208",2019,7
"4208",2022,8
"79405",1969,18.5
"79405",1970,9.5
"79405",1971,15.5
"79405",1972,9.5
"79405",1973,10
"79405",1974,21
"79405",1975,49.5
"79405",1976,17
"79405",1977,3.5
"79405",1978,39.5
"79405",1979,34
"79405",1980,7.5
"79405",1981,4.5
"79405",1982,24.5
"79405",1983,4
"79405",1984,3
"79405",1985,7
"79405",1986,26
"79405",1987,57.5
"79405",1988,6
"79405",1989,13
"79405",1990,14
"79405",1991,30.5
"79405",1992,4
"79405",1993,22.5
"79405",1994,27.5
"79405",1995,7.5
"79405",1996,35.5
"79405",1997,42.5
"79405",1998,5
"79405",1999,11
"79405",2000,2
"79405",2001,2.5
"79405",2002,19
"79405",2003,58.5
"79405",2004,46.5
"79405",2005,27
"79405",2006,26.5
"79405",2007,47.5
"79405",2008,4
"79405",2009,32
"79405",2010,9.5
"79405",2011,55.5
"79405",2012,12.5
"79405",2013,20.5
"79405",2014,17
"79405",2015,13.5
"79405",2016,9.5
"79405",2017,25.5
"79405",2018,37
"79405",2019,17.5
"79405",2022,7.5
"79404",1969,12
"79404",1970,22
"79404",1971,11
"79404",1972,4
"79404",1973,37
"79404",1974,26
"79404",1975,52
"79404",1976,14
"79404",1977,11
"79404",1978,31
"79404",1979,23
"79404",1980,6
"79404",1981,9
"79404",1982,19
"79404",1983,18
"79404",1984,19
"79404",1985,22
"79404",1986,32
"79404",1987,24
"79404",1988,6
"79404",1989,12
"79404",1990,9
"79404",1991,70
"79404",1992,10
"79404",1993,15
"79404",1994,29
"79404",1995,16
"79404",1996,36
"79404",1997,35
"79404",1998,13
"79404",1999,29
"79404",2000,6
"79404",2001,11
"79404",2002,14
"79404",2003,42
"79404",2004,22
"79404",2005,26
"79404",2006,27
"79404",2007,24
"79404",2008,12
"79404",2009,22
"79404",2010,60
"79404",2011,37
"79404",2012,43
"79404",2013,17
"79404",2014,20
"79404",2015,8
"79404",2016,8
"79404",2017,17
"79404",2018,17
"79404",2019,24
"79404",2022,17
"45203",1969,18
"45203",1970,23.5
"45203",1971,35.5
"45203",1972,17.5
"45203",1973,15
"45203",1974,23
"45203",1975,11
"45203",1976,18.5
"45203",1977,13.5
"45203",1978,15.5
"45203",1979,14
"45203",1980,12.5
"45203",1981,12
"45203",1982,13
"45203",1983,17
"45203",1984,16.5
"45203",1985,10
"45203",1986,37
"45203",1987,17.5
"45203",1988,13
"45203",1989,17.5
"45203",1990,15.5
"45203",1991,15
"45203",1992,13
"45203",1993,22
"45203",1994,15.5
"45203",1995,17.5
"45203",1996,27.5
"45203",1997,NA
"45203",1998,22.5
"45203",1999,12
"45203",2000,20
"45203",2001,49
"45203",2002,20.5
"45203",2003,21
"45203",2004,20.5
"45203",2005,32.5
"45203",2006,32
"45203",2007,17.5
"45203",2008,18.5
"45203",2009,27
"45203",2010,55.5
"45203",2011,29
"45203",2012,18
"45203",2013,19
"45203",2014,20
"45203",2015,16.5
"45203",2016,15.5
"45203",2017,16.5
"45203",2018,14.5
"45203",2019,14
"45203",2022,15.5
"4211",1969,25
"4211",1970,22.5
"4211",1971,18.5
"4211",1972,4.5
"4211",1973,19
"4211",1974,37
"4211",1975,28.5
"4211",1976,22
"4211",1977,2.5
"4211",1978,8.5
"4211",1979,11.5
"4211",1980,7.5
"4211",1981,3.5
"4211",1982,25
"4211",1983,14
"4211",1984,7
"4211",1985,30
"4211",1986,10.5
"4211",1987,15
"4211",1988,0.5
"4211",1989,3.5
"4211",1990,2.5
"4211",1991,10.5
"4211",1992,6.5
"4211",1993,22.5
"4211",1994,20
"4211",1995,3
"4211",1996,17
"4211",1997,23
"4211",1998,5.5
"4211",1999,8.5
"4211",2000,3.5
"4211",2001,2
"4211",2002,2.5
"4211",2003,17
"4211",2004,2.5
"4211",2005,10.5
"4211",2006,38.5
"4211",2007,27.5
"4211",2008,7
"4211",2009,1
"4211",2010,5.5
"4211",2011,40
"4211",2012,14
"4211",2013,52
"4211",2014,27.5
"4211",2015,22
"4211",2016,15.5
"4211",2017,18
"4211",2018,35
"4211",2019,15.5
"4211",2022,4
"79407",1969,35
"79407",1970,40.25
"79407",1971,36
"79407",1972,9.75
"79407",1973,15.5
"79407",1974,27.25
"79407",1975,42
"79407",1976,29
"79407",1977,19.25
"79407",1978,34.25
"79407",1979,33.5
"79407",1980,9.5
"79407",1981,9
"79407",1982,20
"79407",1983,29.25
"79407",1984,7.25
"79407",1985,30.75
"79407",1986,36.25
"79407",1987,53.25
"79407",1988,6.25
"79407",1989,20.25
"79407",1990,13.5
"79407",1991,54.75
"79407",1992,6.5
"79407",1993,26.5
"79407",1994,41.75
"79407",1995,12
"79407",1996,53
"79407",1997,44
"79407",1998,10
"79407",1999,27.75
"79407",2000,7.25
"79407",2001,10.5
"79407",2002,26.25
"79407",2003,72.5
"79407",2004,43
"79407",2005,44
"79407",2006,31
"79407",2007,45
"79407",2008,12.75
"79407",2009,35.5
"79407",2010,55
"79407",2011,67.5
"79407",2012,41
"79407",2013,32.5
"79407",2014,36.75
"79407",2015,27.25
"79407",2016,13.25
"79407",2017,27.5
"79407",2018,33
"79407",2019,30.25
"79407",2022,30.75
"4109",1969,14.75
"4109",1970,12.75
"4109",1971,12.25
"4109",1972,14.5
"4109",1973,15.25
"4109",1974,28.25
"4109",1975,20.5
"4109",1976,12
"4109",1977,6.75
"4109",1978,12.75
"4109",1979,15.75
"4109",1980,20
"4109",1981,13.75
"4109",1982,10
"4109",1983,12
"4109",1984,7.75
"4109",1985,15.75
"4109",1986,11.25
"4109",1987,10.75
"4109",1988,8
"4109",1989,11
"4109",1990,12
"4109",1991,14.25
"4109",1992,5.75
"4109",1993,25.25
"4109",1994,10
"4109",1995,14.25
"4109",1996,29.75
"4109",1997,19.5
"4109",1998,15.75
"4109",1999,9
"4109",2000,12.5
"4109",2001,11.5
"4109",2002,10.75
"4109",2003,19.25
"4109",2004,11.75
"4109",2005,13.25
"4109",2006,44.5
"4109",2007,65.75
"4109",2008,16.25
"4109",2009,20.25
"4109",2010,23.25
"4109",2011,31.25
"4109",2012,12.75
"4109",2013,25.25
"4109",2014,42.5
"4109",2015,14.25
"4109",2016,12.25
"4109",2017,16.75
"4109",2018,29
"4109",2019,13.5
"4109",2022,9.5
"79406",1969,28.4
"79406",1970,22
"79406",1971,24.4
"79406",1972,5.6
"79406",1973,4
"79406",1974,32.4
"79406",1975,57.2
"79406",1976,32.6
"79406",1977,4.6
"79406",1978,35
"79406",1979,30.4
"79406",1980,10.2
"79406",1981,4.6
"79406",1982,15.8
"79406",1983,11.4
"79406",1984,3.8
"79406",1985,11.2
"79406",1986,29.8
"79406",1987,46.6
"79406",1988,8.2
"79406",1989,11.4
"79406",1990,6.2
"79406",1991,21.4
"79406",1992,7
"79406",1993,14.2
"79406",1994,41.6
"79406",1995,6.8
"79406",1996,49
"79406",1997,46.2
"79406",1998,10.8
"79406",1999,15
"79406",2000,5.2
"79406",2001,6.8
"79406",2002,13
"79406",2003,65.6
"79406",2004,51
"79406",2005,29
"79406",2006,22.4
"79406",2007,29.6
"79406",2008,5.6
"79406",2009,22.4
"79406",2010,26.2
"79406",2011,72.8
"79406",2012,32.8
"79406",2013,25
"79406",2014,31.4
"79406",2015,21.6
"79406",2016,10.2
"79406",2017,27
"79406",2018,27.4
"79406",2019,23.6
"79406",2022,13
"4108",1969,22
"4108",1970,15
"4108",1971,15.5
"4108",1972,19
"4108",1973,12
"4108",1974,23
"4108",1975,24.5
"4108",1976,13
"4108",1977,8.5
"4108",1978,16.5
"4108",1979,10.5
"4108",1980,14
"4108",1981,13
"4108",1982,13
"4108",1983,14
"4108",1984,12.5
"4108",1985,17.5
"4108",1986,14.5
"4108",1987,12
"4108",1988,20.5
"4108",1989,16.5
"4108",1990,16.5
"4108",1991,19.5
"4108",1992,18
"4108",1993,19
"4108",1994,16
"4108",1995,23
"4108",1996,22
"4108",1997,17
"4108",1998,19.5
"4108",1999,14
"4108",2000,16.5
"4108",2001,16.5
"4108",2002,16
"4108",2003,32.5
"4108",2004,20.5
"4108",2005,22.5
"4108",2006,35
"4108",2007,23
"4108",2008,16.5
"4108",2009,17
"4108",2010,25.5
"4108",2011,20
"4108",2012,15.5
"4108",2013,24.5
"4108",2014,24.5
"4108",2015,22.5
"4108",2016,24.5
"4108",2017,22
"4108",2018,33.5
"4108",2019,20
"4108",2022,19
"4111",1969,24.6666666666667
"4111",1970,20.6666666666667
"4111",1971,42.3333333333333
"4111",1972,21.3333333333333
"4111",1973,12.3333333333333
"4111",1974,67.6666666666667
"4111",1975,32.6666666666667
"4111",1976,40.3333333333333
"4111",1977,9.66666666666667
"4111",1978,17.6666666666667
"4111",1979,14.6666666666667
"4111",1980,19.3333333333333
"4111",1981,17
"4111",1982,42.6666666666667
"4111",1983,19.6666666666667
"4111",1984,20
"4111",1985,61.6666666666667
"4111",1986,17
"4111",1987,36
"4111",1988,7.66666666666667
"4111",1989,11.6666666666667
"4111",1990,18.3333333333333
"4111",1991,16.3333333333333
"4111",1992,17.6666666666667
"4111",1993,35
"4111",1994,38
"4111",1995,11.6666666666667
"4111",1996,22
"4111",1997,48
"4111",1998,10.6666666666667
"4111",1999,15.6666666666667
"4111",2000,11.75
"4111",2001,8.25
"4111",2002,8.5
"4111",2003,22
"4111",2004,3.75
"4111",2005,38.25
"4111",2006,65.25
"4111",2007,45.75
"4111",2008,17.5
"4111",2009,7
"4111",2010,9.5
"4111",2011,33.25
"4111",2012,19.5
"4111",2013,62.75
"4111",2014,45
"4111",2015,39.5
"4111",2016,22.75
"4111",2017,22.25
"4111",2018,38
"4111",2019,20.5
"4111",2022,11.5
"4110",1969,20
"4110",1970,14.5
"4110",1971,10
"4110",1972,11.5
"4110",1973,17.5
"4110",1974,38.5
"4110",1975,24.5
"4110",1976,14
"4110",1977,7
"4110",1978,12
"4110",1979,16.5
"4110",1980,28
"4110",1981,16
"4110",1982,10.5
"4110",1983,12.5
"4110",1984,8
"4110",1985,22
"4110",1986,11.5
"4110",1987,13
"4110",1988,6.5
"4110",1989,10
"4110",1990,14.5
"4110",1991,14.5
"4110",1992,6.5
"4110",1993,27
"4110",1994,6.5
"4110",1995,13.5
"4110",1996,29
"4110",1997,22
"4110",1998,17.5
"4110",1999,7.5
"4110",2000,12
"4110",2001,12.5
"4110",2002,12.5
"4110",2003,24.5
"4110",2004,10.5
"4110",2005,12
"4110",2006,46
"4110",2007,93.5
"4110",2008,18.5
"4110",2009,27.5
"4110",2010,33.5
"4110",2011,37.5
"4110",2012,15
"4110",2013,32
"4110",2014,46.5
"4110",2015,16
"4110",2016,15.5
"4110",2017,21.5
"4110",2018,34
"4110",2019,15
"4110",2022,10
"79403",1969,33.3333333333333
"79403",1970,35
"79403",1971,27.3333333333333
"79403",1972,11.3333333333333
"79403",1973,8.33333333333333
"79403",1974,37.3333333333333
"79403",1975,57
"79403",1976,33
"79403",1977,9.66666666666667
"79403",1978,35.3333333333333
"79403",1979,38
"79403",1980,10.3333333333333
"79403",1981,6.66666666666667
"79403",1982,21.6666666666667
"79403",1983,17.6666666666667
"79403",1984,5.66666666666667
"79403",1985,18.3333333333333
"79403",1986,47.3333333333333
"79403",1987,50
"79403",1988,9.66666666666667
"79403",1989,16.3333333333333
"79403",1990,9.33333333333333
"79403",1991,33
"79403",1992,10.3333333333333
"79403",1993,21.3333333333333
"79403",1994,38
"79403",1995,10.6666666666667
"79403",1996,52.3333333333333
"79403",1997,52
"79403",1998,14.6666666666667
"79403",1999,23.6666666666667
"79403",2000,7.33333333333333
"79403",2001,9.33333333333333
"79403",2002,21
"79403",2003,71.6666666666667
"79403",2004,47.6666666666667
"79403",2005,33
"79403",2006,31.6666666666667
"79403",2007,35.6666666666667
"79403",2008,7.66666666666667
"79403",2009,34
"79403",2010,42.6666666666667
"79403",2011,75.3333333333333
"79403",2012,43.6666666666667
"79403",2013,33.6666666666667
"79403",2014,42
"79403",2015,26.6666666666667
"79403",2016,12
"79403",2017,31
"79403",2018,35.3333333333333
"79403",2019,35.3333333333333
"79403",2022,18.6666666666667
"79141",1969,26.3333333333333
"79141",1970,46
"79141",1971,39.6666666666667
"79141",1972,51
"79141",1973,27.6666666666667
"79141",1974,57
"79141",1975,44
"79141",1976,17
"79141",1977,19
"79141",1978,33.3333333333333
"79141",1979,49.6666666666667
"79141",1980,30.6666666666667
"79141",1981,33.3333333333333
"79141",1982,36.3333333333333
"79141",1983,61.3333333333333
"79141",1984,78.3333333333333
"79141",1985,120.666666666667
"79141",1986,68.6666666666667
"79141",1987,60.3333333333333
"79141",1988,57
"79141",1989,46
"79141",1990,40.3333333333333
"79141",1991,37
"79141",1992,50
"79141",1993,22.3333333333333
"79141",1994,72
"79141",1995,79.6666666666667
"79141",1996,77
"79141",1997,96
"79141",1998,36.3333333333333
"79141",1999,52.3333333333333
"79141",2000,23
"79141",2001,24
"79141",2002,16
"79141",2003,17.3333333333333
"79141",2004,35.3333333333333
"79141",2005,79.3333333333333
"79141",2006,92
"79141",2007,82.6666666666667
"79141",2008,51
"79141",2009,52
"79141",2010,34.3333333333333
"79141",2011,62
"79141",2012,48.6666666666667
"79141",2013,55.3333333333333
"79141",2014,78.6666666666667
"79141",2015,45.3333333333333
"79141",2016,38.3333333333333
"79141",2017,53.3333333333333
"79141",2018,42
"79141",2019,34.6666666666667
"79141",2022,45.3333333333333
"79402",1969,28
"79402",1970,25.3333333333333
"79402",1971,13.6666666666667
"79402",1972,10.3333333333333
"79402",1973,9
"79402",1974,18
"79402",1975,26.6666666666667
"79402",1976,18.6666666666667
"79402",1977,24
"79402",1978,37.3333333333333
"79402",1979,30
"79402",1980,12.6666666666667
"79402",1981,8
"79402",1982,19
"79402",1983,14.3333333333333
"79402",1984,11.3333333333333
"79402",1985,19.6666666666667
"79402",1986,52
"79402",1987,26.6666666666667
"79402",1988,14
"79402",1989,15.6666666666667
"79402",1990,14.6666666666667
"79402",1991,42.3333333333333
"79402",1992,12.6666666666667
"79402",1993,17
"79402",1994,30.6666666666667
"79402",1995,15.3333333333333
"79402",1996,34
"79402",1997,40
"79402",1998,11.6666666666667
"79402",1999,32
"79402",2000,12.6666666666667
"79402",2001,12
"79402",2002,18.3333333333333
"79402",2003,45.6666666666667
"79402",2004,37.6666666666667
"79402",2005,19.3333333333333
"79402",2006,29
"79402",2007,28.6666666666667
"79402",2008,9
"79402",2009,30.6666666666667
"79402",2010,57.3333333333333
"79402",2011,46
"79402",2012,34.6666666666667
"79402",2013,25.6666666666667
"79402",2014,28.6666666666667
"79402",2015,25.3333333333333
"79402",2016,8.66666666666667
"79402",2017,23.6666666666667
"79402",2018,24
"79402",2019,27
"79402",2022,14.3333333333333
"4104",1969,7.25
"4104",1970,6.75
"4104",1971,7.25
"4104",1972,8.5
"4104",1973,7.5
"4104",1974,8
"4104",1975,10
"4104",1976,7.25
"4104",1977,4.75
"4104",1978,9.25
"4104",1979,8.75
"4104",1980,4.25
"4104",1981,5
"4104",1982,5
"4104",1983,5
"4104",1984,4
"4104",1985,5.25
"4104",1986,5.5
"4104",1987,3.5
"4104",1988,7.75
"4104",1989,8.5
"4104",1990,7.25
"4104",1991,6.25
"4104",1992,6.25
"4104",1993,14.25
"4104",1994,8.75
"4104",1995,11
"4104",1996,12.25
"4104",1997,10
"4104",1998,6.5
"4104",1999,5.25
"4104",2000,5.25
"4104",2001,6
"4104",2002,7
"4104",2003,13.75
"4104",2004,6.25
"4104",2005,6.25
"4104",2006,12.75
"4104",2007,15.75
"4104",2008,7.75
"4104",2009,7.25
"4104",2010,10
"4104",2011,15.5
"4104",2012,8.5
"4104",2013,7.75
"4104",2014,15.5
"4104",2015,9.75
"4104",2016,7
"4104",2017,8.5
"4104",2018,12
"4104",2019,6.75
"4104",2022,5.5
"4107",1969,30.3333333333333
"4107",1970,13.3333333333333
"4107",1971,15.6666666666667
"4107",1972,7
"4107",1973,11.6666666666667
"4107",1974,25.6666666666667
"4107",1975,12
"4107",1976,7.33333333333333
"4107",1977,2
"4107",1978,5.66666666666667
"4107",1979,5.33333333333333
"4107",1980,6.66666666666667
"4107",1981,4.33333333333333
"4107",1982,8
"4107",1983,6.33333333333333
"4107",1984,5.33333333333333
"4107",1985,25
"4107",1986,3.33333333333333
"4107",1987,12.3333333333333
"4107",1988,3.66666666666667
"4107",1989,4
"4107",1990,14.3333333333333
"4107",1991,5.66666666666667
"4107",1992,4.66666666666667
"4107",1993,15
"4107",1994,6.66666666666667
"4107",1995,3
"4107",1996,13
"4107",1997,26
"4107",1998,3.66666666666667
"4107",1999,2.33333333333333
"4107",2000,3.66666666666667
"4107",2001,3.33333333333333
"4107",2002,2.66666666666667
"4107",2003,17.3333333333333
"4107",2004,4
"4107",2005,5
"4107",2006,30
"4107",2007,16.3333333333333
"4107",2008,6
"4107",2009,4.66666666666667
"4107",2010,8
"4107",2011,32
"4107",2012,3
"4107",2013,29.6666666666667
"4107",2014,13.3333333333333
"4107",2015,11.6666666666667
"4107",2016,6.66666666666667
"4107",2017,14.6666666666667
"4107",2018,28
"4107",2019,10
"4107",2022,3.33333333333333
"79143",1969,28
"79143",1970,43
"79143",1971,28
"79143",1972,47
"79143",1973,25
"79143",1974,66
"79143",1975,58
"79143",1976,32
"79143",1977,35
"79143",1978,23
"79143",1979,40
"79143",1980,20
"79143",1981,19
"79143",1982,24
"79143",1983,16
"79143",1984,42
"79143",1985,45
"79143",1986,38
"79143",1987,22
"79143",1988,22
"79143",1989,15
"79143",1990,17
"79143",1991,21
"79143",1992,9
"79143",1993,12
"79143",1994,21
"79143",1995,20
"79143",1996,20
"79143",1997,41
"79143",1998,13
"79143",1999,19
"79143",2000,13
"79143",2001,12
"79143",2002,11
"79143",2003,12
"79143",2004,22
"79143",2005,65
"79143",2006,42
"79143",2007,39
"79143",2008,46
"79143",2009,26
"79143",2010,20
"79143",2011,33
"79143",2012,19
"79143",2013,37
"79143",2014,42
"79143",2015,22
"79143",2016,19
"79143",2017,41
"79143",2018,28
"79143",2019,21
"79143",2022,23
"4106",1969,7
"4106",1970,6
"4106",1971,7
"4106",1972,4
"4106",1973,10
"4106",1974,13
"4106",1975,14
"4106",1976,8
"4106",1977,2
"4106",1978,8
"4106",1979,11
"4106",1980,8
"4106",1981,3
"4106",1982,17
"4106",1983,6
"4106",1984,2
"4106",1985,8
"4106",1986,5
"4106",1987,4
"4106",1988,3
"4106",1989,7
"4106",1990,7
"4106",1991,7
"4106",1992,7
"4106",1993,8
"4106",1994,12
"4106",1995,5
"4106",1996,18
"4106",1997,14
"4106",1998,5
"4106",1999,5
"4106",2000,4
"4106",2001,3
"4106",2002,5
"4106",2003,16
"4106",2004,10
"4106",2005,8
"4106",2006,11
"4106",2007,10
"4106",2008,11
"4106",2009,6
"4106",2010,21
"4106",2011,19
"4106",2012,5
"4106",2013,9
"4106",2014,12
"4106",2015,7
"4106",2016,6
"4106",2017,8
"4106",2018,10
"4106",2019,9
"4106",2022,11
"79142",1969,20
"79142",1970,19
"79142",1971,18
"79142",1972,24
"79142",1973,9
"79142",1974,33
"79142",1975,32
"79142",1976,13
"79142",1977,18
"79142",1978,14
"79142",1979,22
"79142",1980,21
"79142",1981,19
"79142",1982,11
"79142",1983,24
"79142",1984,14
"79142",1985,33
"79142",1986,25
"79142",1987,30
"79142",1988,14
"79142",1989,27
"79142",1990,17
"79142",1991,28
"79142",1992,21
"79142",1993,13
"79142",1994,25
"79142",1995,25
"79142",1996,25
"79142",1997,34
"79142",1998,19
"79142",1999,30
"79142",2000,15
"79142",2001,14
"79142",2002,8
"79142",2003,13
"79142",2004,19
"79142",2005,55
"79142",2006,83
"79142",2007,50
"79142",2008,37
"79142",2009,30
"79142",2010,26
"79142",2011,49
"79142",2012,37
"79142",2013,58
"79142",2014,59
"79142",2015,38
"79142",2016,30
"79142",2017,53
"79142",2018,44
"79142",2019,33
"79142",2022,23
"4101",1969,11
"4101",1970,8.42857142857143
"4101",1971,6.71428571428571
"4101",1972,6.28571428571429
"4101",1973,3.28571428571429
"4101",1974,7.28571428571429
"4101",1975,9.85714285714286
"4101",1976,10.1428571428571
"4101",1977,2.85714285714286
"4101",1978,18.8571428571429
"4101",1979,12.2857142857143
"4101",1980,6.57142857142857
"4101",1981,5.85714285714286
"4101",1982,23
"4101",1983,11.7142857142857
"4101",1984,5.71428571428571
"4101",1985,14.4285714285714
"4101",1986,17.1428571428571
"4101",1987,11.2857142857143
"4101",1988,13.5714285714286
"4101",1989,15
"4101",1990,15.1428571428571
"4101",1991,15.4285714285714
"4101",1992,3.85714285714286
"4101",1993,23.1428571428571
"4101",1994,15.4285714285714
"4101",1995,6.85714285714286
"4101",1996,17.2857142857143
"4101",1997,13.2857142857143
"4101",1998,3.71428571428571
"4101",1999,7.14285714285714
"4101",2000,5.85714285714286
"4101",2001,7.85714285714286
"4101",2002,13.8571428571429
"4101",2003,19.5714285714286
"4101",2004,9.28571428571429
"4101",2005,10.4285714285714
"4101",2006,13.7142857142857
"4101",2007,23.8571428571429
"4101",2008,14.7142857142857
"4101",2009,6.85714285714286
"4101",2010,28
"4101",2011,43.1428571428571
"4101",2012,10.2857142857143
"4101",2013,16.8571428571429
"4101",2014,27.1428571428571
"4101",2015,9.85714285714286
"4101",2016,7
"4101",2017,10.4285714285714
"4101",2018,21.5714285714286
"4101",2019,7.28571428571429
"4101",2022,7.57142857142857
"45220",1969,39.5
"45220",1970,99
"45220",1971,97.5
"45220",1972,101.5
"45220",1973,27.5
"45220",1974,92
"45220",1975,57
"45220",1976,78.5
"45220",1977,52.5
"45220",1978,94
"45220",1979,54
"45220",1980,30
"45220",1981,25.5
"45220",1982,27.5
"45220",1983,61
"45220",1984,21.5
"45220",1985,45
"45220",1986,109.5
"45220",1987,79
"45220",1988,57
"45220",1989,19.5
"45220",1990,74
"45220",1991,89
"45220",1992,51
"45220",1993,46.5
"45220",1994,37
"45220",1995,33
"45220",1996,94.5
"45220",1997,97.5
"45220",1998,50
"45220",1999,37
"45220",2000,82.5
"45220",2001,89.5
"45220",2002,56.5
"45220",2003,30
"45220",2004,68.5
"45220",2005,152.5
"45220",2006,100
"45220",2007,77.5
"45220",2008,77
"45220",2009,102
"45220",2010,59.5
"45220",2011,67
"45220",2012,67
"45220",2013,39
"45220",2014,61.5
"45220",2015,57.5
"45220",2016,42.5
"45220",2017,48.5
"45220",2018,38
"45220",2019,42
"45220",2022,72
"4103",1969,14.5
"4103",1970,5
"4103",1971,4.5
"4103",1972,5
"4103",1973,6.5
"4103",1974,9.5
"4103",1975,20
"4103",1976,14.5
"4103",1977,9.5
"4103",1978,18.5
"4103",1979,18
"4103",1980,19.5
"4103",1981,16
"4103",1982,24
"4103",1983,14.5
"4103",1984,10
"4103",1985,18
"4103",1986,15
"4103",1987,11.5
"4103",1988,27
"4103",1989,20
"4103",1990,26.5
"4103",1991,22
"4103",1992,19.5
"4103",1993,22.5
"4103",1994,15.5
"4103",1995,15.5
"4103",1996,19.5
"4103",1997,13
"4103",1998,19
"4103",1999,12.5
"4103",2000,18
"4103",2001,17
"4103",2002,18.5
"4103",2003,25
"4103",2004,19
"4103",2005,18
"4103",2006,24
"4103",2007,18.5
"4103",2008,17
"4103",2009,13.5
"4103",2010,37
"4103",2011,20.5
"4103",2012,17.5
"4103",2013,23
"4103",2014,24
"4103",2015,16.5
"4103",2016,16.5
"4103",2017,17
"4103",2018,17.5
"4103",2019,15
"4103",2022,10.5
"4102",1969,10
"4102",1970,3.75
"4102",1971,4.25
"4102",1972,4.25
"4102",1973,4.75
"4102",1974,7.5
"4102",1975,15.5
"4102",1976,10.5
"4102",1977,6.5
"4102",1978,17.5
"4102",1979,18.75
"4102",1980,12.5
"4102",1981,11.5
"4102",1982,19.25
"4102",1983,14.5
"4102",1984,8.25
"4102",1985,16.75
"4102",1986,11.75
"4102",1987,9
"4102",1988,19
"4102",1989,16.25
"4102",1990,21.25
"4102",1991,17.5
"4102",1992,14.5
"4102",1993,19.25
"4102",1994,19
"4102",1995,12
"4102",1996,21.25
"4102",1997,16
"4102",1998,13
"4102",1999,9
"4102",2000,13
"4102",2001,11.75
"4102",2002,13.25
"4102",2003,25.5
"4102",2004,16
"4102",2005,14.25
"4102",2006,19.5
"4102",2007,14.5
"4102",2008,11.25
"4102",2009,11.75
"4102",2010,36.75
"4102",2011,28.5
"4102",2012,11.5
"4102",2013,16.5
"4102",2014,27.5
"4102",2015,12.25
"4102",2016,10
"4102",2017,11
"4102",2018,16
"4102",2019,11.25
"4102",2022,7.25
"4612",1969,7.66666666666667
"4612",1970,9
"4612",1971,6.33333333333333
"4612",1972,4
"4612",1973,3
"4612",1974,6.66666666666667
"4612",1975,7
"4612",1976,9
"4612",1977,1.66666666666667
"4612",1978,14.6666666666667
"4612",1979,8.66666666666667
"4612",1980,10.3333333333333
"4612",1981,6
"4612",1982,22.3333333333333
"4612",1983,7.33333333333333
"4612",1984,5.33333333333333
"4612",1985,14
"4612",1986,18
"4612",1987,7.33333333333333
"4612",1988,10
"4612",1989,15.6666666666667
"4612",1990,13.6666666666667
"4612",1991,18.3333333333333
"4612",1992,3.33333333333333
"4612",1993,27.3333333333333
"4612",1994,9
"4612",1995,4
"4612",1996,12
"4612",1997,11.3333333333333
"4612",1998,4
"4612",1999,9.33333333333333
"4612",2000,6.33333333333333
"4612",2001,10
"4612",2002,21.6666666666667
"4612",2003,13.6666666666667
"4612",2004,7.66666666666667
"4612",2005,9.66666666666667
"4612",2006,9.66666666666667
"4612",2007,25.3333333333333
"4612",2008,12
"4612",2009,3
"4612",2010,17.3333333333333
"4612",2011,30.6666666666667
"4612",2012,6
"4612",2013,13.6666666666667
"4612",2014,22.3333333333333
"4612",2015,10
"4612",2016,8.66666666666667
"4612",2017,9.33333333333333
"4612",2018,14.6666666666667
"4612",2019,5.33333333333333
"4612",2022,8.66666666666667
"45216",1969,28.5
"45216",1970,68
"45216",1971,35
"45216",1972,36.5
"45216",1973,11.5
"45216",1974,66.5
"45216",1975,19.5
"45216",1976,32.5
"45216",1977,18
"45216",1978,35.5
"45216",1979,51.5
"45216",1980,13
"45216",1981,12.5
"45216",1982,17
"45216",1983,26.5
"45216",1984,10.5
"45216",1985,24.5
"45216",1986,64
"45216",1987,25
"45216",1988,27.5
"45216",1989,12.5
"45216",1990,39.5
"45216",1991,27
"45216",1992,24.5
"45216",1993,33
"45216",1994,19.5
"45216",1995,42
"45216",1996,74.5
"45216",1997,55.5
"45216",1998,18
"45216",1999,10
"45216",2000,33.5
"45216",2001,35.5
"45216",2002,0
"45216",2003,10
"45216",2004,35.5
"45216",2005,73.5
"45216",2006,32
"45216",2007,39
"45216",2008,15.5
"45216",2009,56
"45216",2010,18
"45216",2011,18
"45216",2012,27
"45216",2013,15.5
"45216",2014,33.5
"45216",2015,25
"45216",2016,11.5
"45216",2017,12.5
"45216",2018,5.5
"45216",2019,5
"45216",2022,32.5
"79420",1969,8.5
"79420",1970,24
"79420",1971,10.5
"79420",1972,14.5
"79420",1973,6
"79420",1974,10.5
"79420",1975,23
"79420",1976,7.5
"79420",1977,12.5
"79420",1978,22
"79420",1979,17.5
"79420",1980,7.5
"79420",1981,5.5
"79420",1982,10.5
"79420",1983,9
"79420",1984,10.5
"79420",1985,9
"79420",1986,23
"79420",1987,13.5
"79420",1988,10.5
